iso,zone,year,dc_load_mw,forecast_vintage,data_source
PJM,DLCO,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2029,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2030,46,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2031,75,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2032,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2033,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2034,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2035,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2036,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2037,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2038,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2039,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2040,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2041,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2042,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2043,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2044,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2045,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DLCO,2046,87,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2025,4970,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2026,6415,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2027,8185,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2028,10351,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2029,12524,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2030,14646,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2031,17051,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2032,19096,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2033,20766,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2034,22213,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2035,23464,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2036,24574,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2037,25535,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2038,26406,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2039,27094,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2040,27754,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2041,28371,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2042,28920,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2043,29466,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2044,30044,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2045,30616,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2026,7066,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2027,8925,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2028,10615,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2029,11932,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2030,13896,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2031,15829,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2032,17735,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2033,19311,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2034,20734,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2035,22426,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2036,24224,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2037,26618,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2038,28724,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2039,30258,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2040,31350,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2041,32157,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2042,32957,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2043,33669,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2044,34348,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2045,35010,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DOM,2046,35686,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2026,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2027,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2028,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2029,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2030,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2031,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2032,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2033,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2034,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2035,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2036,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2029,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2030,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2031,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2032,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2033,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2034,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2035,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2036,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2037,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2038,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2039,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2040,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2041,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2042,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2043,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2044,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2045,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,DPL,2046,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2025,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2026,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2027,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2028,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2029,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2030,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2031,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2032,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2033,-7,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2034,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2035,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2036,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2037,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2038,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2039,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2040,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2041,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2042,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2043,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2044,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2045,-6,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2026,-10,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2027,-10,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2028,-10,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2029,-10,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2030,-10,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2031,-10,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2032,-9,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2033,-9,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2034,-9,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2035,-9,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2036,-9,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2037,-9,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2038,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2039,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2040,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2041,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2042,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2043,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2044,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2045,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,EKPC,2046,-8,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2026,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2027,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2028,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2029,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2030,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2031,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2032,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2033,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2034,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2035,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2036,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2029,1,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2030,77,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2031,80,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2032,112,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2033,193,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2034,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2035,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2036,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2037,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2038,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2039,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2040,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2041,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2042,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2043,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2044,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2045,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,JCPL,2046,245,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2026,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2027,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2028,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2029,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2030,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2031,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2032,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2033,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2034,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2035,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2036,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2029,10,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2030,75,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2031,75,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2032,126,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2033,187,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2034,234,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2035,234,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2036,233,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2037,233,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2038,233,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2039,233,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2040,234,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2041,233,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2042,233,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2043,234,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2044,234,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2045,234,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,METED,2046,234,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2026,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2027,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2028,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2029,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2030,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2031,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2032,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2033,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2034,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2035,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2036,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2029,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2030,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2031,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2032,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2033,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2034,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2035,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2036,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2037,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2038,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2039,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2040,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2041,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2042,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2043,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2044,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2045,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,OVEC,2046,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2026,18,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2027,71,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2028,125,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2029,178,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2030,232,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2031,285,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2032,338,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2033,391,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2034,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2035,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2036,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2037,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2038,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2039,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2040,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2041,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2042,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2043,427,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2044,428,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2045,428,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2026,17,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2027,88,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2028,281,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2029,517,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2030,824,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2031,1146,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2032,1414,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2033,1560,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2034,1664,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2035,1698,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2036,1697,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2037,1698,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2038,1698,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2039,1698,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2040,1698,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2041,1698,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2042,1699,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2043,1699,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2044,1700,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2045,1701,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PECO,2046,1702,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2026,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2027,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2028,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2029,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2030,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2031,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2032,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2033,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2034,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2035,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2036,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2029,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2030,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2031,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2032,0,2026_forecast,PJM_Load_Forecast_Table_B9b
