iso,zone,year,dc_load_mw,forecast_vintage,data_source
PJM,PENLC,2033,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2034,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2035,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2036,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2037,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2038,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2039,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2040,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2041,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2042,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2043,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2044,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2045,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PENLC,2046,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2026,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2027,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2028,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2029,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2030,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2031,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2032,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2033,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2034,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2035,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2036,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2029,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2030,142,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2031,229,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2032,437,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2033,642,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2034,799,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2035,946,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2036,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2037,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2038,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2039,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2040,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2041,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2042,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2043,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2044,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2045,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PEPCO,2046,1064,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2025,93,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2026,484,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2027,1528,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2028,2753,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2029,3955,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2030,4650,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2031,5104,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2032,5328,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2033,5529,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2034,5529,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2035,5528,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2036,5526,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2037,5525,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2038,5525,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2039,5525,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2040,5526,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2041,5525,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2042,5525,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2043,5526,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2044,5527,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2045,5528,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2026,189,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2027,394,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2028,1274,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2029,1876,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2030,4996,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2031,5906,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2032,6241,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2033,6285,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2034,6284,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2035,6282,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2036,6279,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2037,6278,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2038,6279,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2039,6280,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2040,6281,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2041,6279,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2042,6279,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2043,6278,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2044,6281,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2045,6283,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PL,2046,6284,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2025,289,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2026,450,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2027,580,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2028,842,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2029,947,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2030,1127,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2031,1187,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2032,1208,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2033,1224,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2034,1225,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2035,1235,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2036,1237,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2037,1238,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2038,1238,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2039,1238,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2040,1259,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2041,1264,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2042,1264,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2043,1265,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2044,1264,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2045,1264,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2026,308,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2027,383,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2028,628,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2029,938,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2030,1446,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2031,1933,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2032,2322,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2033,2568,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2034,2590,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2035,2602,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2036,2608,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2037,2626,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2038,2634,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2039,2641,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2040,2677,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2041,2680,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2042,2683,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2043,2685,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2044,2686,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2045,2709,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,PS,2046,2710,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2026,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2027,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2028,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2029,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2030,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2031,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2032,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2033,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2034,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2035,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2036,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2029,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2030,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2031,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2032,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2033,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2034,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2035,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2036,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2037,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2038,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2039,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2040,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2041,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2042,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2043,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2044,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2045,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,RECO,2046,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2025,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2026,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2027,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2028,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2029,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2030,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2031,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2032,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2033,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2034,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2035,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2036,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2037,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2038,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2039,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2040,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2041,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2042,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2043,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2044,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2045,0,2025_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2026,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2027,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2028,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2029,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2030,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2031,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2032,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2033,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2034,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2035,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2036,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2037,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2038,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2039,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2040,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2041,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2042,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2043,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2044,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2045,0,2026_forecast,PJM_Load_Forecast_Table_B9b
PJM,UGI,2046,0,2026_forecast,PJM_Load_Forecast_Table_B9b
